"id","camp_name","year","location","loc_cow","success","Significant","Limited","Any_Progress","prim_meth","tactics","num_groups","Diverse","pop_share","Majority","Status3","Incumbent","prim_egip","prim_srpl","prim_jp","prim_excl","prim_irr","any_irrs","any_claim","prim_all_urb","prim_tek","prim_nv_years","prim_viol_years","sim_nv","sim_viol","cyear","territorial","total_part","camp_support","ingo_support","dias_support","e_gdppc","e_pop","v2x_polyarchy","v2x_cspart","v2x_egal","v2x_clphy","success_spell","progress_spell"
22,"Anti-Khmer Rouge",1978,"Cambodia",811,0,0,0,1,"0","Violent",1,"0",0.925,"1","Incumbents","1",1,1,0,0,0,0,0,0,1,0,17,0,0,0,0,20000,1,0,0,1.008,739.273,0.13,0.016,0.155,0.014,1,1
22,"Anti-Khmer Rouge",1979,"Cambodia",811,1,1,1,1,"0","Violent",1,"0",0.925,"1","Incumbents","1",1,1,0,0,0,0,0,0,1,0,18,0,0,2,0,20000,1,0,0,0.987,717.216,0.069,0.017,0.186,0.053,2,1
23,"Anti-Milosevic",1996,"Serbia",345,0,0,1,1,"1","Nonviolent",2,"1",0.79,"1","Mixed","0",1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1e+05,0,1,1,5.59,901.064,0.296,0.166,0.659,0.676,1,1
23,"Anti-Milosevic",1997,"Serbia",345,0,1,1,1,"1","Nonviolent",2,"1",0.79,"1","Mixed","0",1,1,0,0,0,0,1,0,1,3,0,0,0,1,0,1e+05,0,1,1,5.983,889.254,0.3,0.166,0.659,0.676,2,1
23,"Anti-Milosevic",1998,"Serbia",345,0,1,1,1,"1","Nonviolent",2,"1",0.79,"1","Mixed","0",1,1,0,0,0,0,1,0,1,4,0,0,0,1,0,2000,0,1,1,6.288,870.175,0.299,0.19,0.659,0.593,3,1
23,"Anti-Milosevic",1999,"Serbia",345,0,0,0,0,"1","Nonviolent",2,"1",0.79,"1","Mixed","0",1,1,0,0,0,0,1,0,1,5,0,0,0,1,0,50000,1,1,1,6.346,822.769,0.299,0.19,0.659,0.593,4,1
23,"Anti-Milosevic",2000,"Serbia",345,1,1,1,1,"1","Nonviolent",2,"1",0.79,"1","Mixed","0",1,1,0,0,0,0,1,0,1,6,0,0,0,2,0,275000,1,1,1,6.618,805.77,0.365,0.553,0.7,0.656,5,2
24,"Anti-Noriega",1987,"Panama",95,0,0,0,0,"1","Hybrid",2,"1",0.94,"1","Mixed","0",1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,750000,1,1,NA,7.46,245.767,0.133,0.201,0.477,0.124,1,1
24,"Anti-Noriega",1988,"Panama",95,0,0,0,0,"1","Hybrid",2,"1",0.94,"1","Mixed","0",1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,750000,1,1,NA,7.052,248.914,0.133,0.193,0.477,0.124,2,2
24,"Anti-Noriega",1989,"Panama",95,0,0,0,0,"1","Hybrid",2,"1",0.94,"1","Mixed","0",1,1,0,0,0,0,0,1,0,3,0,0,0,2,0,750000,1,1,NA,6.994,253.5,0.147,0.193,0.494,0.124,3,3
25,"Anti-PRI",1986,"Mexico",70,0,1,1,1,"1","Hybrid",2,"1",0.943,"1","Mixed","0",1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,35000,0,0,1,11.053,8392.568,0.327,0.409,0.37,0.44,1,1
25,"Anti-PRI",1987,"Mexico",70,0,0,0,1,"1","Nonviolent",2,"1",0.943,"1","Mixed","0",1,1,0,0,0,0,0,1,1,2,0,0,0,1,0,192300,0,0,1,10.902,8552.471,0.331,0.409,0.37,0.44,2,1
25,"Anti-PRI",1988,"Mexico",70,0,0,1,1,"1","Nonviolent",2,"1",0.943,"1","Mixed","0",1,1,0,0,0,0,0,1,1,3,0,0,0,1,0,2e+05,0,0,1,10.842,8734.84,0.344,0.409,0.359,0.44,3,1
25,"Anti-PRI",1989,"Mexico",70,0,0,1,1,"1","Nonviolent",2,"1",0.943,"1","Mixed","0",1,1,0,0,0,0,0,1,1,4,0,0,0,1,0,267600,0,0,0,11.044,8888.198,0.369,0.425,0.37,0.472,4,1
25,"Anti-PRI",1990,"Mexico",70,0,0,0,1,"1","Nonviolent",2,"1",0.943,"1","Mixed","0",1,1,0,0,0,0,0,1,1,5,0,0,0,1,0,281900,0,0,0,11.389,9068.176,0.393,0.373,0.379,0.472,5,1
25,"Anti-PRI",1991,"Mexico",70,0,0,0,0,"1","Nonviolent",2,"1",0.943,"1","Mixed","0",1,1,0,0,0,0,0,1,1,6,0,0,0,1,0,285300,0,0,0,11.635,9231.606,0.415,0.373,0.379,0.499,6,1
25,"Anti-PRI",1992,"Mexico",70,0,0,0,0,"1","Nonviolent",2,"1",0.943,"1","Mixed","0",1,1,0,0,0,0,0,1,1,7,0,0,0,1,0,310700,0,0,0,11.883,9387.637,0.441,0.373,0.379,0.499,7,2
25,"Anti-PRI",1993,"Mexico",70,0,0,0,0,"1","Nonviolent",2,"1",0.943,"1","Mixed","0",1,1,0,0,0,0,0,1,1,8,0,0,0,1,0,338200,0,0,0,11.983,9566.864,0.455,0.373,0.379,0.499,8,3
25,"Anti-PRI",1994,"Mexico",70,0,0,1,1,"1","Hybrid",3,"1",0.95,"1","Mixed","0",1,1,0,0,0,0,1,1,1,9,0,0,0,1,0,344600,0,1,0,12.043,9731.607,0.474,0.445,0.39,0.499,9,4
25,"Anti-PRI",1995,"Mexico",70,0,0,1,1,"1","Hybrid",3,"1",0.95,"1","Mixed","0",1,1,0,0,0,0,1,1,1,10,0,0,0,1,0,344600,0,1,0,11.742,9839.173,0.493,0.53,0.409,0.549,10,1
25,"Anti-PRI",1996,"Mexico",70,0,0,1,1,"1","Hybrid",3,"1",0.95,"1","Mixed","0",1,1,0,0,0,0,1,1,1,11,0,0,0,1,0,344600,1,1,0,12.059,9992.679,0.515,0.53,0.409,0.549,11,1
25,"Anti-PRI",1997,"Mexico",70,0,1,1,1,"1","Nonviolent",3,"1",0.95,"1","Mixed","0",1,1,0,0,0,0,1,1,1,12,0,0,0,1,0,336600,1,1,1,12.58,10185.943,0.559,0.596,0.409,0.549,12,1
25,"Anti-PRI",1998,"Mexico",70,0,0,0,1,"1","Nonviolent",3,"1",0.95,"1","Mixed","0",1,1,0,0,0,0,1,1,1,13,0,0,0,1,0,336600,1,0,1,12.948,10358.868,0.602,0.596,0.409,0.549,13,1
25,"Anti-PRI",1999,"Mexico",70,0,1,1,1,"1","Nonviolent",3,"1",0.95,"1","Mixed","0",1,1,0,0,0,0,1,1,1,14,0,0,0,1,0,335000,1,0,1,13.346,10501.939,0.609,0.623,0.412,0.549,14,1
25,"Anti-PRI",2000,"Mexico",70,1,1,1,1,"1","Nonviolent",3,"1",0.95,"1","Mixed","0",1,1,0,0,0,0,1,1,1,15,0,0,0,2,0,335000,1,0,1,13.653,10636.704,0.671,0.727,0.428,0.573,15,1
26,"Anti-Pinochet Movement",1983,"Chile",155,0,0,0,0,"1","Hybrid",3,"1",1,"1","Mixed","0",1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,750000,NA,1,1,7.153,1242.281,0.074,0.134,0.14,0.041,1,1
26,"Anti-Pinochet Movement",1984,"Chile",155,0,0,0,0,"1","Hybrid",3,"1",1,"1","Mixed","0",1,1,0,0,0,0,0,1,0,2,1,0,0,1,0,200001,0,1,1,7.202,1265.252,0.075,0.134,0.14,0.041,2,2
26,"Anti-Pinochet Movement",1985,"Chile",155,0,0,1,1,"1","Hybrid",3,"1",1,"1","Mixed","0",1,1,0,0,0,0,0,1,0,3,1,0,0,1,0,5e+05,0,1,1,7.268,1282.86,0.077,0.134,0.14,0.041,3,3
26,"Anti-Pinochet Movement",1986,"Chile",155,0,0,1,1,"1","Hybrid",3,"1",1,"1","Mixed","0",1,1,0,0,0,0,0,1,0,4,1,0,0,1,0,135000,NA,1,1,7.504,1304.311,0.077,0.134,0.14,0.041,4,1
26,"Anti-Pinochet Movement",1987,"Chile",155,0,0,1,1,"1","Hybrid",3,"1",1,"1","Mixed","0",1,1,0,0,0,0,0,1,0,5,1,0,0,1,0,2001,1,1,1,7.845,1329.074,0.08,0.134,0.14,0.121,5,1
26,"Anti-Pinochet Movement",1988,"Chile",155,0,1,1,1,"1","Hybrid",3,"1",1,"1","Mixed","0",1,1,0,0,0,0,0,1,0,6,1,0,0,1,0,1e+05,1,1,1,8.363,1350.22,0.113,0.134,0.152,0.22,6,1
26,"Anti-Pinochet Movement",1989,"Chile",155,1,1,1,1,"1","Hybrid",3,"1",1,"1","Mixed","0",1,1,0,0,0,0,0,1,0,7,1,0,0,2,0,20001,1,1,1,8.884,1373.453,0.133,0.143,0.158,0.393,7,1
28,"Anti-Shamun",1958,"Lebanon",660,0,0,0,0,"0","Violent",1,"0",0.22,"0","Incumbents","1",1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,14500,1,0,0,8.142,180.381,0.346,0.341,0.447,0.741,1,1
29,"Anti-Suharto",1996,"Indonesia",850,0,0,0,0,"1","Hybrid",1,"0",0.45,"0","Incumbents","1",1,1,0,0,0,0,0,0,1,1,18,0,0,0,0,NA,0,1,0,5.243,21234.611,0.193,0.098,0.361,0.098,1,1
29,"Anti-Suharto",1997,"Indonesia",850,0,0,0,0,"1","Hybrid",1,"0",0.45,"0","Incumbents","1",1,1,0,0,0,0,0,0,1,2,18,0,0,1,0,NA,NA,NA,NA,5.256,21550.492,0.201,0.098,0.36,0.098,2,2
29,"Anti-Suharto",1998,"Indonesia",850,1,1,1,1,"1","Hybrid",1,"0",0.45,"0","Incumbents","1",1,1,0,0,0,0,0,0,1,3,18,0,0,2,0,5e+05,NA,1,NA,4.87,21788.132,0.286,0.359,0.44,0.141,3,3
30,"Anti-Thaksin",2005,"Thailand",800,0,0,1,1,"1","Nonviolent",1,"0",0.815,"1","Incumbents","1",1,1,0,0,0,0,0,0,1,3,16,0,0,0,0,40000,0,0,0,11.189,6899.907,0.525,0.703,0.556,0.501,1,1
30,"Anti-Thaksin",2006,"Thailand",800,1,1,1,1,"1","Nonviolent",2,"1",0.865,"1","Mixed","0",1,1,0,0,0,0,0,0,1,4,16,0,0,2,0,1e+05,0,0,0,11.658,6948.623,0.236,0.632,0.536,0.463,2,1
31,"Anya Nya",1962,"Sudan",625,0,0,0,1,"0","Violent",1,"0",0.1,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,12000,0,1,1,2.056,895.653,0.073,0.275,0.24,0.363,1,1
31,"Anya Nya",1963,"Sudan",625,0,0,0,0,"0","Violent",5,"1",0.23,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,2,0,0,1,1,12000,1,1,1,1.999,919.159,0.072,0.275,0.24,0.363,2,1
31,"Anya Nya",1964,"Sudan",625,0,0,0,0,"0","Violent",5,"1",0.23,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,3,0,0,1,1,12000,1,1,1,1.966,942.884,0.104,0.617,0.257,0.542,3,2
31,"Anya Nya",1965,"Sudan",625,0,0,0,0,"0","Violent",5,"1",0.23,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,4,0,0,1,1,12000,1,1,1,1.957,971.293,0.208,0.686,0.248,0.576,4,3
31,"Anya Nya",1966,"Sudan",625,0,0,0,0,"0","Violent",5,"1",0.23,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,5,0,0,1,1,12000,0,1,1,1.909,997.926,0.205,0.686,0.248,0.576,5,4
31,"Anya Nya",1967,"Sudan",625,0,0,0,0,"0","Violent",5,"1",0.23,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,6,0,0,1,1,12000,0,1,1,1.881,1026.699,0.205,0.686,0.248,0.576,6,5
31,"Anya Nya",1968,"Sudan",625,0,0,0,0,"0","Violent",5,"1",0.23,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,7,0,0,1,1,12000,0,1,1,1.874,1059.793,0.227,0.686,0.248,0.576,7,6
31,"Anya Nya",1969,"Sudan",625,0,0,0,0,"0","Violent",5,"1",0.23,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,8,0,0,1,1,12000,1,1,1,1.868,1090,0.1,0.315,0.247,0.231,8,7
31,"Anya Nya",1970,"Sudan",625,0,0,0,0,"0","Violent",5,"1",0.23,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,9,0,0,1,1,12000,1,1,1,1.866,1123.636,0.101,0.381,0.237,0.271,9,8
31,"Anya Nya",1971,"Sudan",625,0,0,0,0,"0","Violent",5,"1",0.23,"0","Excluded","0",0,0,0,1,0,0,1,0,1,0,10,0,0,1,1,12000,1,1,1,1.866,1157.035,0.104,0.381,0.237,0.271,10,9
